Player,Nation,Squad,Age,Position,League,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Goals,Assists,Goals + Assists,Non-Penalty Goals,Penalty Goals,Penalty Kicked,Yellow Cards,Red Cards,xG,Non-Penalty xG,xAG,npxG+xAG,Progressive Carries,Progressive Passes,Progressive Passes Received
Sam Beukema,NED,Bologna,24,DF,Serie A,30,29,2547,28.3,0.0353356890459364,0.0353356890459364,0.0706713780918728,0.0353356890459364,0.0,0.0,0.21201413427561835,0.0353356890459364,0.06713780918727914,0.06713780918727914,0.02826855123674912,0.09540636042402828,0.49469964664310956,2.685512367491166,0.17667844522968199
Jordan Beyer,GER,Burnley,23,DF,Premier League,15,15,1234,13.7,0.0,0.07293354943273905,0.07293354943273905,0.0,0.0,0.0,0.4376012965964344,0.0,0.03646677471636953,0.03646677471636953,0.021880064829821716,0.058346839546191256,0.6564019448946515,1.8233387358184765,0.07293354943273905
Jaka Bijol,SVN,Udinese,24,DF,Serie A,24,23,2084,23.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1727447216890595,0.0,0.08205374280230326,0.08205374280230326,0.008637236084452975,0.09069097888675624,0.21593090211132435,1.813819577735125,0.04318618042226487
Cristiano Biraghi,ITA,Fiorentina,30,DF,Serie A,29,27,2356,26.2,0.07640067911714771,0.19100169779286927,0.26740237691001695,0.07640067911714771,0.0,0.038200339558573854,0.30560271646859083,0.0,0.06112054329371817,0.030560271646859084,0.13752122241086587,0.16808149405772496,2.101018675721562,4.927843803056027,4.16383701188455
Davide Biraschi,ITA,Genoa,29,DF,Serie A,1,1,90,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,5.0,4.0
Samuele Birindelli,ITA,Monza,24,DF,Serie A,35,22,2013,22.4,0.0,0.08941877794336811,0.08941877794336811,0.0,0.0,0.0,0.31296572280178836,0.0,0.04918032786885246,0.04918032786885246,0.12965722801788376,0.17883755588673622,2.8166915052160957,3.1296572280178836,5.454545454545455
Hendry Blank,GER,Dortmund,18,DF,Bundesliga,1,0,45,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Daley Blind,NED,Girona,33,DF,La Liga,34,33,2972,33.0,0.03028263795423957,0.06056527590847914,0.0908479138627187,0.03028263795423957,0.0,0.0,0.1816958277254374,0.0,0.05148048452220727,0.05148048452220727,0.03331090174966353,0.08479138627187079,1.4535666218034993,6.32907133243607,0.6662180349932705
Jérôme Boateng,GER,Salernitana,34,DF,Serie A,7,4,238,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03781512605042017,0.03781512605042017,0.0,3.403361344537815,0.37815126050420167
Sacha Boey,FRA,Bayern Munich,22,DF,Bundesliga,2,1,109,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.8256880733944955,0.0,0.1651376146788991,0.1651376146788991,0.0,0.1651376146788991,0.8256880733944955,4.128440366972478,6.605504587155964
Jayden Bogle,ENG,Sheffield Utd,23,DF,Premier League,34,32,2788,31.0,0.09684361549497847,0.0,0.09684361549497847,0.09684361549497847,0.0,0.0,0.29053084648493543,0.0,0.0742467718794835,0.0742467718794835,0.032281205164992825,0.10652797704447632,1.2266857962697275,1.9368723098995697,2.96987087517934
Willy Boly,CIV,Nott'ham Forest,32,DF,Premier League,20,18,1438,16.0,0.12517385257301808,0.06258692628650904,0.18776077885952713,0.12517385257301808,0.0,0.0,0.18776077885952713,0.06258692628650904,0.09388038942976357,0.09388038942976357,0.08136300417246176,0.1752433936022253,0.25034770514603616,2.0027816411682893,0.18776077885952713
Giovanni Bonfanti,ITA,Atalanta,20,DF,Serie A,2,1,89,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10112359550561799,0.10112359550561799,0.0,0.10112359550561799,0.0,1.0112359550561798,2.0224719101123596
Kevin Bonifazi,ITA,Bologna,27,DF,Serie A,1,1,90,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Kevin Bonifazi,ITA,Frosinone,27,DF,Serie A,6,3,309,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02912621359223301,0.02912621359223301,0.5825242718446603,2.0388349514563107,0.29126213592233013
Leonardo Bonucci,ITA,Union Berlin,36,DF,Bundesliga,7,6,460,5.1,0.1956521739130435,0.0,0.1956521739130435,0.0,0.1956521739130435,0.1956521739130435,0.0,0.0,0.1565217391304348,0.0,0.05869565217391304,0.05869565217391304,0.0,4.108695652173913,0.1956521739130435
Neto Borges,BRA,Clermont Foot,26,DF,Ligue 1,28,28,2516,28.0,0.0,0.03577106518282989,0.03577106518282989,0.0,0.0,0.0,0.10731319554848966,0.03577106518282989,0.017885532591414944,0.017885532591414944,0.10015898251192368,0.12162162162162161,2.0747217806041336,3.14785373608903,5.902225755166931
Sebastiaan Bornauw,BEL,Wolfsburg,24,DF,Bundesliga,20,16,1431,15.9,0.0,0.0,0.0,0.0,0.0,0.0,0.31446540880503143,0.0,0.05031446540880504,0.05031446540880504,0.02515723270440252,0.07547169811320754,0.12578616352201258,2.5786163522012577,0.12578616352201258
Adri Bosch,ESP,Granada,22,DF,La Liga,1,0,26,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4615384615384617,3.4615384615384617,3.4615384615384617
Sven Botman,NED,Newcastle Utd,23,DF,Premier League,17,15,1377,15.3,0.13071895424836602,0.13071895424836602,0.26143790849673204,0.13071895424836602,0.0,0.0,0.13071895424836602,0.0,0.0392156862745098,0.0392156862745098,0.06535947712418301,0.10457516339869281,0.0,2.2875816993464055,0.32679738562091504
Domagoj Bradarić,CRO,Salernitana,23,DF,Serie A,34,30,2749,30.5,0.0,0.09821753364859948,0.09821753364859948,0.0,0.0,0.0,0.16369588941433247,0.0,0.0261913423062932,0.0261913423062932,0.058930520189159695,0.0851218624954529,1.8661331393233904,2.488177519097854,3.9287013459439795
Conor Bradley,NIR,Liverpool,20,DF,Premier League,11,10,753,8.4,0.1195219123505976,0.35856573705179284,0.4780876494023904,0.1195219123505976,0.0,0.0,0.2390438247011952,0.0,0.10756972111553784,0.10756972111553784,0.17928286852589642,0.2749003984063745,4.183266932270916,3.4661354581673307,7.649402390438246
Juan Brandáriz,ESP,Almería,24,DF,La Liga,31,26,2434,27.0,0.0,0.03697617091207888,0.03697617091207888,0.0,0.0,0.0,0.14790468364831552,0.0,0.03697617091207888,0.03697617091207888,0.051766639276910435,0.08874281018898932,0.4067378800328677,2.514379622021364,0.14790468364831552
Jarrad Branthwaite,ENG,Everton,21,DF,Premier League,35,35,3116,34.6,0.08664955070603338,0.0,0.08664955070603338,0.08664955070603338,0.0,0.0,0.2310654685494223,0.0,0.04910141206675225,0.04910141206675225,0.02888318356867779,0.0808729139922978,0.05776636713735558,2.1373555840821568,0.17329910141206675
Lilian Brassier,FRA,Brest,23,DF,Ligue 1,30,30,2677,29.7,0.10085917071348525,0.0,0.10085917071348525,0.10085917071348525,0.0,0.0,0.36981695928277925,0.03361972357116175,0.03698169592827793,0.03698169592827793,0.020171834142697048,0.0537915577138588,0.6723944714232349,4.067986552110572,0.16809861785580874
Brau,ESP,Granada,21,DF,La Liga,1,0,31,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.806451612903226,0.0,0.0
Gleison Bremer,BRA,Juventus,26,DF,Serie A,36,36,3233,35.9,0.08351376430559851,0.0,0.08351376430559851,0.08351376430559851,0.0,0.0,0.25054129291679555,0.0,0.0389730900092793,0.0389730900092793,0.011135168574079802,0.05289205072687905,0.19486545004639652,3.3405505722239406,0.11135168574079803
Dylan Bronn,TUN,Salernitana,28,DF,Serie A,4,0,52,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7307692307692308,1.7307692307692308,0.0
John Brooks,USA,Hoffenheim,30,DF,Bundesliga,21,18,1539,17.1,0.11695906432748537,0.0,0.11695906432748537,0.11695906432748537,0.0,0.0,0.3508771929824561,0.05847953216374269,0.152046783625731,0.152046783625731,0.0058479532163742695,0.15789473684210525,0.29239766081871343,3.567251461988304,0.05847953216374269
Tajon Buchanan,CAN,Inter,24,DF,Serie A,10,0,161,1.8,0.5590062111801242,0.0,0.5590062111801242,0.5590062111801242,0.0,0.0,0.0,0.0,0.11180124223602485,0.11180124223602485,0.16770186335403725,0.2795031055900621,6.708074534161491,2.2360248447204967,12.298136645962733
Hugo Bueno,ESP,Wolves,20,DF,Premier League,22,7,741,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1214574898785425,0.0,0.03643724696356275,0.03643724696356275,0.09716599190283401,0.1214574898785425,2.672064777327935,0.97165991902834,4.858299595141701
Santiago Bueno,URU,Wolves,24,DF,Premier League,12,9,822,9.1,0.0,0.0,0.0,0.0,0.0,0.0,0.10948905109489052,0.0,0.0,0.0,0.010948905109489052,0.010948905109489052,0.3284671532846715,1.2043795620437956,0.21897810218978103
Marius Bülter,GER,Hoffenheim,30,DF,Bundesliga,30,15,1351,15.0,0.06661732050333086,0.2664692820133234,0.33308660251665434,0.06661732050333086,0.0,0.0,0.1998519615099926,0.06661732050333086,0.09326424870466321,0.09326424870466321,0.22649888971132492,0.32642487046632124,2.464840858623242,3.997039230199852,7.128053293856402
Alessandro Buongiorno,ITA,Torino,24,DF,Serie A,29,29,2527,28.1,0.10684606252473289,0.0,0.10684606252473289,0.10684606252473289,0.0,0.0,0.24930747922437674,0.0,0.056984566679857546,0.056984566679857546,0.0035615354174910966,0.060546102097348634,0.4986149584487535,2.2081519588444793,0.3561535417491096
Reece Burke,ENG,Luton Town,26,DF,Premier League,22,20,1660,18.4,0.0,0.2168674698795181,0.2168674698795181,0.0,0.0,0.0,0.27108433734939763,0.0,0.07048192771084338,0.07048192771084338,0.07590361445783132,0.14638554216867472,0.5963855421686747,3.6325301204819276,0.7590361445783133
Dan Burn,ENG,Newcastle Utd,31,DF,Premier League,33,32,2726,30.3,0.06603081438004402,0.06603081438004402,0.13206162876008803,0.06603081438004402,0.0,0.0,0.13206162876008803,0.0,0.10234776228906824,0.10234776228906824,0.03631694790902422,0.13866471019809246,0.4622157006603081,2.4761555392516508,0.8253851797505503
Marnon Busch,GER,Heidenheim,28,DF,Bundesliga,16,5,595,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.1512605042016807,0.0,0.015126050420168067,0.015126050420168067,0.0453781512605042,0.06050420168067227,2.26890756302521,5.142857142857142,4.084033613445378
Pablo Busto,ESP,Betis,17,DF,La Liga,2,0,44,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40909090909090917,0.40909090909090917,2.0454545454545454,2.0454545454545454,2.0454545454545454
Aurélio Buta,POR,Eint Frankfurt,26,DF,Bundesliga,30,20,1744,19.4,0.051605504587155966,0.051605504587155966,0.10321100917431193,0.051605504587155966,0.0,0.0,0.25802752293577985,0.0,0.025802752293577983,0.025802752293577983,0.03612385321100917,0.06192660550458715,2.6318807339449544,4.644495412844037,5.366972477064221
Liberato Cacace,NZL,Empoli,22,DF,Serie A,31,18,1912,21.2,0.0,0.04707112970711297,0.04707112970711297,0.0,0.0,0.0,0.2824267782426778,0.0,0.01882845188284519,0.01882845188284519,0.08002092050209206,0.09884937238493724,1.600418410041841,3.953974895397489,2.5889121338912133
Anthony Caci,FRA,Mainz 05,26,DF,Bundesliga,31,29,2486,27.6,0.07240547063555913,0.10860820595333869,0.18101367658889783,0.07240547063555913,0.0,0.0,0.28962188254223653,0.0,0.05430410297666934,0.05430410297666934,0.10498793242156074,0.15929203539823011,1.5567176186645213,5.2131938857602576,2.7152051488334674
Davide Calabria,ITA,Milan,26,DF,Serie A,29,26,2185,24.3,0.041189931350114416,0.12356979405034324,0.16475972540045766,0.041189931350114416,0.0,0.0,0.20594965675057209,0.08237986270022883,0.053546910755148745,0.053546910755148745,0.0494279176201373,0.10297482837528604,1.276887871853547,5.766590389016018,2.7185354691075516
Riccardo Calafiori,ITA,Bologna,21,DF,Serie A,30,26,2349,26.1,0.07662835249042146,0.19157088122605365,0.2681992337164751,0.07662835249042146,0.0,0.0,0.15325670498084293,0.0,0.053639846743295014,0.053639846743295014,0.045977011494252866,0.0996168582375479,1.0727969348659003,3.6781609195402303,0.8812260536398466
Mattia Caldara,ITA,Milan,29,DF,Serie A,1,0,33,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5454545454545454,0.5454545454545454,0.0,0.5454545454545454,0.0,5.454545454545455,0.0
Luca Caldirola,ITA,Monza,32,DF,Serie A,29,23,2141,23.8,0.04203643157403082,0.04203643157403082,0.08407286314806164,0.04203643157403082,0.0,0.0,0.29425502101821577,0.04203643157403082,0.02101821578701541,0.02101821578701541,0.025221858944418498,0.04624007473143392,0.42036431574030825,2.354040168145726,0.37832788416627744
Duje Ćaleta-Car,CRO,Lyon,26,DF,Ligue 1,24,22,1993,22.1,0.0,0.0,0.0,0.0,0.0,0.0,0.09031610637230306,0.04515805318615153,0.022579026593075764,0.022579026593075764,0.04515805318615153,0.0677370797792273,0.22579026593075766,2.7546412443552435,0.04515805318615153
Andrea Cambiaso,ITA,Juventus,23,DF,Serie A,34,28,2372,26.4,0.07588532883642496,0.11382799325463742,0.1897133220910624,0.07588532883642496,0.0,0.0,0.3794266441821248,0.0,0.08347386172006746,0.08347386172006746,0.14797639123102865,0.22765598650927485,3.301011804384486,2.693929173693086,6.526138279932547
João Cancelo,POR,Barcelona,29,DF,La Liga,32,29,2503,27.8,0.07191370355573312,0.14382740711146624,0.21574111066719934,0.07191370355573312,0.0,0.0,0.2516979624450659,0.0,0.0575309628445865,0.0575309628445865,0.219336795844986,0.27686775868957253,3.8114262884538554,5.069916100679185,6.939672393128246
Fali Candé,GNB,Metz,25,DF,Ligue 1,25,20,1849,20.5,0.0,0.048674959437533805,0.048674959437533805,0.0,0.0,0.0,0.19469983775013522,0.0,0.038939967550027044,0.038939967550027044,0.024337479718766902,0.06327744726879395,0.19469983775013522,1.8496484586262845,0.1460248783126014
Andrea Carboni,ITA,Monza,22,DF,Serie A,21,16,1487,16.5,0.0605245460659045,0.0,0.0605245460659045,0.0605245460659045,0.0,0.0,0.0605245460659045,0.0,0.0726294552790854,0.0726294552790854,0.03026227303295225,0.10289172831203766,0.7868190988567586,2.7841291190316073,1.3315400134498991
Isaac Carcelen,ESP,Cádiz,30,DF,La Liga,35,29,2611,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0689391037916507,0.0,0.02068173113749521,0.02068173113749521,0.03446955189582535,0.05515128303332057,0.8617387973956339,2.5852163921869016,2.4128686327077746
Sergi Cardona,ESP,Las Palmas,24,DF,La Liga,35,30,2814,31.3,0.031982942430703626,0.06396588486140725,0.09594882729211088,0.031982942430703626,0.0,0.0,0.35181236673773986,0.0,0.08635394456289978,0.08635394456289978,0.08955223880597014,0.17590618336886993,1.9189765458422174,5.11727078891258,5.277185501066098
Igor Carioca,BRA,Lorient,26,DF,Ligue 1,5,2,262,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.6870229007633587,0.0,0.0,0.0,0.10305343511450382,0.10305343511450382,2.0610687022900764,2.748091603053435,5.49618320610687
Diego Carlos,BRA,Aston Villa,30,DF,Premier League,27,20,1816,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.19823788546255508,0.0,0.09416299559471365,0.09416299559471365,0.004955947136563877,0.09911894273127754,0.19823788546255508,2.9240088105726874,0.04955947136563877
Carmona,ESP,Getafe,21,DF,La Liga,30,15,1313,14.6,0.06854531607006854,0.06854531607006854,0.1370906321401371,0.06854531607006854,0.0,0.0,0.5483625285605483,0.0,0.05483625285605484,0.05483625285605484,0.06854531607006854,0.12338156892612338,1.987814166031988,2.673267326732673,3.76999238385377
Yannick Carrasco,BEL,Atlético Madrid,29,DF,La Liga,3,3,221,2.5,0.0,0.40723981900452494,0.40723981900452494,0.0,0.0,0.0,0.0,0.0,0.04072398190045249,0.04072398190045249,0.08144796380090498,0.12217194570135746,3.6651583710407243,2.4434389140271495,6.923076923076923
Rasmus Carstensen,DEN,Köln,22,DF,Bundesliga,23,18,1659,18.4,0.0,0.0,0.0,0.0,0.0,0.0,0.10849909584086799,0.054249547920433995,0.048824593128390596,0.048824593128390596,0.1410488245931284,0.18987341772151897,1.7359855334538878,2.820976491862568,4.8282097649186255
Antonin Cartillier,FRA,Monaco,19,DF,Ligue 1,1,0,8,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.25,0.0,0.0
Dani Carvajal,ESP,Real Madrid,31,DF,La Liga,28,25,2171,24.1,0.16582220175034545,0.1243666513127591,0.29018885306310455,0.16582220175034545,0.0,0.0,0.20727775218793182,0.041455550437586364,0.07047443574389682,0.07047443574389682,0.1119299861814832,0.18240442192538003,1.243666513127591,3.3993551358820824,6.9645324735145095
Nicolò Casale,ITA,Lazio,25,DF,Serie A,20,16,1559,17.3,0.0,0.0,0.0,0.0,0.0,0.0,0.28864656831302116,0.0,0.05195638229634381,0.05195638229634381,0.0,0.05195638229634381,1.1545862732520846,2.8287363694676073,0.23091725465041693
Kaelan Casey,ENG,West Ham,18,DF,Premier League,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matty Cash,POL,Aston Villa,25,DF,Premier League,29,23,2142,23.8,0.08403361344537816,0.08403361344537816,0.16806722689075632,0.08403361344537816,0.0,0.0,0.33613445378151263,0.0,0.1764705882352941,0.1764705882352941,0.09663865546218486,0.273109243697479,2.6050420168067228,3.697478991596639,4.243697478991597
Timothy Castagne,BEL,Fulham,27,DF,Premier League,34,29,2634,29.3,0.03416856492027335,0.10250569476082004,0.1366742596810934,0.03416856492027335,0.0,0.0,0.10250569476082004,0.0,0.05466970387243736,0.05466970387243736,0.06492027334851937,0.11958997722095671,1.6400911161731206,2.630979498861048,3.8610478359908886
Jean-Charles Castelletto,CMR,Nantes,28,DF,Ligue 1,28,28,2464,27.4,0.07305194805194806,0.0,0.07305194805194806,0.07305194805194806,0.0,0.0,0.18262987012987011,0.0,0.021915584415584416,0.021915584415584416,0.02922077922077922,0.05113636363636363,0.8766233766233766,3.6525974025974026,1.1323051948051948
Catena,ESP,Osasuna,28,DF,La Liga,30,28,2534,28.2,0.035516969218626675,0.10655090765588004,0.1420678768745067,0.035516969218626675,0.0,0.0,0.2841357537490134,0.035516969218626675,0.04617205998421468,0.04617205998421468,0.035516969218626675,0.08524072612470401,0.1775848460931334,2.734806629834254,0.035516969218626675
Maximiliano Caufriez,BEL,Clermont Foot,26,DF,Ligue 1,20,20,1659,18.4,0.0,0.054249547920433995,0.054249547920433995,0.0,0.0,0.0,0.325497287522604,0.162748643761302,0.0216998191681736,0.0216998191681736,0.0108499095840868,0.0325497287522604,1.301989150090416,3.3092224231464735,0.596745027124774
Zeki Çelik,TUR,Roma,26,DF,Serie A,17,6,671,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.13412816691505217,0.0,0.02682563338301043,0.02682563338301043,0.08047690014903129,0.10730253353204172,1.8777943368107304,3.487332339791356,5.096870342771982
Álex Centelles,ESP,Almería,25,DF,La Liga,14,11,980,10.9,0.0,0.09183673469387756,0.09183673469387756,0.0,0.0,0.0,0.1836734693877551,0.0,0.0,0.0,0.1469387755102041,0.1469387755102041,1.469387755102041,2.846938775510204,4.86734693877551
Fabien Centonze,FRA,Hellas Verona,27,DF,Serie A,10,7,676,7.5,0.0,0.1331360946745562,0.1331360946745562,0.0,0.0,0.0,0.2662721893491124,0.0,0.0,0.0,0.1331360946745562,0.14644970414201186,2.130177514792899,1.8639053254437872,2.79585798816568
Fabien Centonze,FRA,Nantes,27,DF,Ligue 1,3,1,94,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9574468085106382,0.0,0.0,0.0,0.0,0.0,4.787234042553192,0.9574468085106382,4.787234042553192
Leonardo Cerri,ITA,Juventus,20,DF,Serie A,1,0,7,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.71428571428571
Julian Chabot,GER,Köln,25,DF,Bundesliga,32,32,2703,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2996670366259711,0.033296337402885685,0.046614872364039946,0.046614872364039946,0.013318534961154272,0.059933407325194234,0.5660377358490566,2.3640399556048837,0.2663706992230855
El Chadaille Bitshiabu,FRA,RB Leipzig,18,DF,Bundesliga,6,0,34,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.294117647058823,2.6470588235294117,13.23529411764706
Trevoh Chalobah,ENG,Chelsea,24,DF,Premier League,13,10,952,10.6,0.09453781512605042,0.0,0.09453781512605042,0.09453781512605042,0.0,0.0,0.09453781512605042,0.0,0.018907563025210086,0.018907563025210086,0.009453781512605043,0.028361344537815122,0.47268907563025214,2.9306722689075633,0.8508403361344538
Brendan Chardonnet,FRA,Brest,28,DF,Ligue 1,33,33,2970,33.0,0.030303030303030304,0.030303030303030304,0.06060606060606061,0.030303030303030304,0.0,0.0,0.12121212121212122,0.0,0.045454545454545456,0.045454545454545456,0.04848484848484849,0.09393939393939395,0.7575757575757576,3.4848484848484844,0.24242424242424243
Pep Chavarría,ESP,Rayo Vallecano,25,DF,La Liga,22,12,1167,13.0,0.07712082262210797,0.07712082262210797,0.15424164524421594,0.07712082262210797,0.0,0.0,0.4627249357326478,0.07712082262210797,0.07712082262210797,0.07712082262210797,0.05398457583547558,0.13110539845758354,2.159383033419023,5.706940874035991,6.4781491002570695
Jhoanner Chávez,ECU,Lens,21,DF,Ligue 1,8,6,481,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.18711018711018712,0.0,0.05613305613305613,0.05613305613305613,0.09355509355509356,0.1496881496881497,0.7484407484407485,2.806652806652807,3.5550935550935554
Fabio Chiarodia,ITA,Gladbach,18,DF,Bundesliga,7,1,152,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05921052631578947,0.05921052631578947,0.0,2.3684210526315788,0.5921052631578947
Ben Chilwell,ENG,Chelsea,26,DF,Premier League,13,9,756,8.4,0.0,0.11904761904761904,0.11904761904761904,0.0,0.0,0.0,0.5952380952380952,0.0,0.14285714285714285,0.14285714285714285,0.2619047619047619,0.40476190476190477,2.619047619047619,2.976190476190476,7.023809523809524
Andreas Christensen,DEN,Barcelona,27,DF,La Liga,30,27,1979,22.0,0.09095502779181405,0.09095502779181405,0.1819100555836281,0.09095502779181405,0.0,0.0,0.1819100555836281,0.0,0.045477513895907026,0.045477513895907026,0.05002526528549773,0.10005053057099546,1.0914603335017685,5.3208691258211225,0.27286508337544213
