Player,Nation,Squad,Age,Born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,Position,League
Komnen Andrić,SRB,Clermont Foot,28,1995,7,1,169,1.9,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.2,0,5,24,0.0,0.0,0.0,0.0,0.0,0.03,0.1,0.12,0.03,0.12,FW,Ligue 1
Robert Andrich,GER,Leverkusen,28,1994,28,18,1690,18.8,4,2,6,4,0,0,4,0,1.7,1.7,1.8,3.5,20,97,14,0.21,0.11,0.32,0.21,0.32,0.09,0.1,0.19,0.09,0.19,MF,Bundesliga
Miguel Ángel Rubio,ESP,Granada,25,1998,19,17,1560,17.3,1,0,1,1,0,0,5,0,0.8,0.8,0.1,0.9,7,27,1,0.06,0.0,0.06,0.06,0.06,0.05,0.0,0.05,0.05,0.05,DF,La Liga
Angeliño,ESP,Roma,26,1997,16,14,1141,12.7,0,1,1,0,0,0,2,0,0.2,0.2,1.6,1.7,12,40,55,0.0,0.08,0.08,0.0,0.08,0.01,0.12,0.14,0.01,0.14,DF,Serie A
Fabrizio Angileri,ARG,Getafe,29,1994,11,2,164,1.8,0,0,0,0,0,0,2,1,0.0,0.0,1.3,1.3,2,7,6,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.73,0.0,0.73,DF,La Liga
Jaidon Anthony,ENG,Bournemouth,23,1999,3,2,152,1.7,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,2,8,9,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,FW,Premier League
Waldemar Anton,GER,Stuttgart,27,1996,33,32,2886,32.1,0,3,3,0,0,0,7,0,1.7,1.7,1.0,2.7,38,172,15,0.0,0.09,0.09,0.0,0.09,0.05,0.03,0.09,0.05,0.09,DF,Bundesliga
Michail Antonio,JAM,West Ham,33,1990,26,21,1695,18.8,6,2,8,6,0,0,6,0,5.8,5.8,0.9,6.7,48,22,104,0.32,0.11,0.42,0.32,0.42,0.31,0.05,0.35,0.31,0.35,FW,Premier League
Antony,BRA,Manchester Utd,23,2000,29,15,1324,14.7,1,1,2,1,0,0,5,0,3.4,3.4,2.8,6.1,53,64,149,0.07,0.07,0.14,0.07,0.14,0.23,0.19,0.42,0.23,0.42,FW,Premier League
Christopher Antwi-Adjei,GHA,Bochum,29,1994,25,11,1216,13.5,2,2,4,2,0,0,5,0,2.2,2.2,3.5,5.7,50,28,138,0.15,0.15,0.3,0.15,0.3,0.16,0.26,0.42,0.16,0.42,FW,Bundesliga
Houssem Aouar,ALG,Roma,25,1998,16,9,756,8.4,4,0,4,4,0,0,3,0,2.3,2.3,0.5,2.8,17,26,59,0.48,0.0,0.48,0.48,0.48,0.28,0.05,0.33,0.28,0.33,MF,Serie A
Stredair Appuah,FRA,Nantes,19,2004,4,0,84,0.9,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,3,0,2,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.46,0.46,0.46,FW,Ligue 1
Mauro Arambarri,URU,Getafe,27,1995,7,3,339,3.8,0,0,0,0,0,0,2,0,0.5,0.5,0.0,0.6,2,20,6,0.0,0.0,0.0,0.0,0.0,0.14,0.01,0.15,0.14,0.15,MF,La Liga
Jon Aramburu,VEN,Real Sociedad,21,2002,11,5,543,6.0,0,0,0,0,0,0,3,0,0.1,0.1,0.0,0.1,6,26,25,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,DF,La Liga
Asaf Arania,ISR,Darmstadt 98,17,2005,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF,Bundesliga
Julian Araujo,MEX,Las Palmas,21,2001,25,15,1462,16.2,1,0,1,1,0,0,5,0,0.7,0.7,1.2,1.9,23,74,47,0.06,0.0,0.06,0.06,0.06,0.04,0.07,0.11,0.04,0.11,DF,La Liga
Ronald Araújo,URU,Barcelona,24,1999,25,21,1997,22.2,1,2,3,1,0,0,6,0,2.1,2.1,1.4,3.5,24,101,11,0.05,0.09,0.14,0.05,0.14,0.09,0.07,0.16,0.09,0.16,DF,La Liga
Oliver Arblaster,ENG,Sheffield Utd,19,2004,12,11,943,10.5,0,0,0,0,0,0,2,0,0.0,0.0,0.7,0.8,13,43,4,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.07,MF,Premier League
Cameron Archer,ENG,Sheffield Utd,22,2001,29,21,1832,20.4,4,1,5,4,0,0,1,0,5.5,5.5,2.8,8.3,33,15,113,0.2,0.05,0.25,0.2,0.25,0.27,0.14,0.41,0.27,0.41,FW,Premier League
Cameron Archer,ENG,Aston Villa,22,2001,1,0,6,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF,Premier League
Alphonse Areola,FRA,West Ham,30,1993,31,31,2699,30.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,Premier League
Adu Ares,ESP,Athletic Club,21,2001,12,2,265,2.9,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,13,3,39,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,FW,La Liga
Jesús Areso,ESP,Osasuna,24,1999,37,29,2660,29.6,1,6,7,1,0,0,3,0,0.2,0.2,3.6,3.8,78,106,180,0.03,0.2,0.24,0.03,0.24,0.01,0.12,0.13,0.01,0.13,DF,La Liga
Simone Aresti,ITA,Cagliari,37,1986,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,Serie A
Matias Arezo,URU,Granada,20,2002,14,3,369,4.1,0,0,0,0,0,0,1,0,1.2,1.2,0.1,1.2,6,5,17,0.0,0.0,0.0,0.0,0.0,0.28,0.01,0.3,0.28,0.3,FW,La Liga
Iñigo Arguibide,ESP,Osasuna,18,2005,1,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF,La Liga
Yoël Armougom,FRA,Clermont Foot,25,1998,5,2,234,2.6,0,0,0,0,0,0,1,0,0.0,0.0,0.3,0.3,6,12,25,0.0,0.0,0.0,0.0,0.0,0.01,0.11,0.12,0.01,0.12,DF,Ligue 1
José Arnaiz,ESP,Osasuna,28,1995,26,9,929,10.3,2,1,3,2,0,0,3,0,1.7,1.7,1.8,3.5,23,11,85,0.19,0.1,0.29,0.19,0.29,0.17,0.17,0.34,0.17,0.34,FW,La Liga
Hákon Arnar Haraldsson,ISL,Lille,20,2003,26,15,1284,14.3,2,0,2,2,0,0,5,0,0.8,0.8,1.5,2.2,25,48,90,0.14,0.0,0.14,0.14,0.14,0.05,0.1,0.16,0.05,0.16,FW,Ligue 1
Marko Arnautović,AUT,Inter,34,1989,27,5,801,8.9,5,3,8,5,0,0,0,0,5.0,5.0,2.6,7.6,12,20,77,0.56,0.34,0.9,0.56,0.9,0.56,0.29,0.85,0.56,0.85,FW,Serie A
Maximilian Arnold,GER,Wolfsburg,29,1994,30,27,2506,27.8,2,1,3,2,0,0,9,0,1.0,1.0,3.9,4.9,20,143,19,0.07,0.04,0.11,0.07,0.11,0.04,0.14,0.18,0.04,0.18,MF,Bundesliga
Mohamed El Arouch,FRA,Lyon,19,2004,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FW,Ligue 1
Sergio Arribas,ESP,Almería,21,2001,34,22,2047,22.7,9,4,13,9,0,0,1,0,8.6,8.6,3.7,12.2,56,81,94,0.4,0.18,0.57,0.4,0.57,0.38,0.16,0.54,0.38,0.54,MF,La Liga
Kepa Arrizabalaga,ESP,Real Madrid,28,1994,14,13,1198,13.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,La Liga
Arthur,BRA,Leverkusen,20,2003,4,2,184,2.0,0,2,2,0,0,0,0,0,0.1,0.1,0.3,0.4,8,7,28,0.0,0.98,0.98,0.0,0.98,0.04,0.15,0.19,0.04,0.19,DF,Bundesliga
Takuma Asano,JPN,Bochum,28,1994,29,26,1986,22.1,6,1,7,6,0,0,2,0,7.9,7.9,1.3,9.2,56,32,167,0.27,0.05,0.32,0.27,0.32,0.36,0.06,0.42,0.36,0.42,FW,Bundesliga
Marco Asensio,ESP,Paris S-G,27,1996,19,13,1113,12.4,4,5,9,4,0,0,0,0,3.2,3.2,5.8,9.0,36,71,92,0.32,0.4,0.73,0.32,0.73,0.26,0.47,0.73,0.26,0.73,MF,Ligue 1
Kristjan Asllani,ALB,Inter,21,2002,23,6,787,8.7,1,2,3,1,0,0,1,0,0.6,0.6,1.1,1.6,5,32,8,0.11,0.23,0.34,0.11,0.34,0.07,0.12,0.19,0.06,0.18,MF,Serie A
Joel Asoro,SWE,Metz,24,1999,20,10,848,9.4,2,1,3,2,0,0,2,0,0.6,0.6,0.3,0.9,14,16,43,0.21,0.11,0.32,0.21,0.32,0.06,0.03,0.09,0.06,0.09,FW,Ligue 1
Jonathan Asp Jensen,DEN,Bayern Munich,17,2006,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FW,Bundesliga
Iago Aspas,ESP,Celta Vigo,35,1987,35,31,2707,30.1,9,10,19,6,3,5,6,1,11.5,7.5,10.1,17.6,84,161,202,0.3,0.33,0.63,0.2,0.53,0.38,0.34,0.72,0.25,0.59,FW,La Liga
Lorenz Assignon,TOG,Burnley,23,2000,15,15,1234,13.7,1,2,3,1,0,0,5,1,0.4,0.4,2.6,3.0,38,34,57,0.07,0.15,0.22,0.07,0.22,0.03,0.19,0.22,0.03,0.22,DF,Premier League
Lorenz Assignon,TOG,Rennes,23,2000,14,12,1011,11.2,1,1,2,1,0,0,4,0,0.4,0.4,1.8,2.2,28,51,67,0.09,0.09,0.18,0.09,0.18,0.04,0.16,0.2,0.04,0.2,DF,Ligue 1
Youcef Atal,ALG,Nice,27,1996,6,5,359,4.0,1,0,1,1,0,0,2,0,0.1,0.1,0.8,0.9,9,15,5,0.25,0.0,0.25,0.25,0.25,0.03,0.2,0.24,0.03,0.24,DF,Ligue 1
Valentin Atangana Edoa,FRA,Reims,17,2005,15,7,555,6.2,0,0,0,0,0,0,0,0,0.5,0.5,0.1,0.6,10,21,17,0.0,0.0,0.0,0.0,0.0,0.08,0.02,0.1,0.08,0.1,MF,Ligue 1
Arthur Atta,FRA,Metz,20,2003,21,10,924,10.3,1,2,3,1,0,0,0,0,0.6,0.6,1.3,1.9,16,48,22,0.1,0.19,0.29,0.1,0.29,0.06,0.13,0.18,0.06,0.18,MF,Ligue 1
Noah Atubolu,GER,Freiburg,21,2002,34,34,3060,34.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,Bundesliga
Pierre-Emerick Aubameyang,GAB,Marseille,34,1989,34,30,2622,29.1,17,8,25,13,4,4,4,0,20.5,17.3,5.6,23.0,68,58,235,0.58,0.27,0.86,0.45,0.72,0.7,0.19,0.9,0.59,0.79,FW,Ligue 1
Emil Audero,ITA,Inter,26,1997,4,4,337,3.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,Serie A
Tommaso Augello,ITA,Cagliari,28,1994,32,28,2418,26.9,1,1,2,1,0,0,5,0,0.5,0.5,2.0,2.5,62,96,99,0.04,0.04,0.07,0.04,0.07,0.02,0.07,0.09,0.02,0.09,DF,Serie A
Carlos Augusto,BRA,Inter,24,1999,37,14,1725,19.2,0,3,3,0,0,0,1,0,1.0,1.0,2.8,3.9,42,54,88,0.0,0.16,0.16,0.0,0.16,0.05,0.15,0.2,0.05,0.2,DF,Serie A
Yann Aurel Bisseck,GER,Inter,22,2000,16,9,904,10.0,2,0,2,2,0,0,0,0,0.9,0.9,0.5,1.4,24,30,20,0.2,0.0,0.2,0.2,0.2,0.09,0.05,0.14,0.09,0.14,DF,Serie A
Serge Aurier,CIV,Nott'ham Forest,30,1992,12,10,833,9.3,0,2,2,0,0,0,2,0,0.2,0.2,0.5,0.6,10,47,29,0.0,0.22,0.22,0.0,0.22,0.02,0.05,0.07,0.02,0.07,DF,Premier League
Ezequiel Ávila,ARG,Osasuna,29,1994,17,10,864,9.6,1,3,4,1,0,0,3,2,2.0,2.0,2.3,4.3,14,39,75,0.1,0.31,0.42,0.1,0.42,0.21,0.24,0.45,0.21,0.45,FW,La Liga
Ezequiel Ávila,ARG,Betis,29,1994,6,4,298,3.3,1,0,1,1,0,0,4,1,0.7,0.7,0.1,0.8,7,6,31,0.3,0.0,0.3,0.3,0.3,0.22,0.02,0.24,0.22,0.24,FW,La Liga
Taiwo Awoniyi,NGA,Nott'ham Forest,25,1997,20,12,1042,11.6,6,3,9,6,0,0,2,0,4.7,4.7,1.7,6.4,8,14,45,0.52,0.26,0.78,0.52,0.78,0.41,0.15,0.56,0.41,0.56,FW,Premier League
André Ayew,GHA,Le Havre,33,1989,19,12,1104,12.3,5,0,5,5,0,0,2,1,3.1,3.1,0.8,3.9,14,23,65,0.41,0.0,0.41,0.41,0.41,0.25,0.07,0.32,0.25,0.32,FW,Ligue 1
Jordan Ayew,GHA,Crystal Palace,31,1991,35,30,2543,28.3,4,7,11,4,0,0,9,1,3.9,3.9,4.2,8.1,74,63,173,0.14,0.25,0.39,0.14,0.39,0.14,0.15,0.29,0.14,0.29,FW,Premier League
Neil El Aynaoui,FRA,Lens,22,2001,25,17,1566,17.4,1,2,3,1,0,0,1,0,2.4,2.4,0.8,3.2,25,59,44,0.06,0.11,0.17,0.06,0.17,0.14,0.05,0.19,0.14,0.19,MF,Ligue 1
Sardar Azmoun,IRN,Roma,28,1995,23,3,585,6.5,3,0,3,3,0,0,4,0,2.9,2.9,1.4,4.2,5,14,35,0.46,0.0,0.46,0.46,0.46,0.44,0.21,0.65,0.44,0.65,FW,Serie A
César Azpilicueta,ESP,Atlético Madrid,33,1989,25,14,1423,15.8,0,2,2,0,0,0,4,0,0.6,0.6,2.4,3.0,39,77,39,0.0,0.13,0.13,0.0,0.13,0.04,0.15,0.19,0.04,0.19,DF,La Liga
Paulo Azzi,BRA,Cagliari,29,1994,25,9,950,10.6,0,0,0,0,0,0,1,0,1.2,1.2,0.7,1.9,47,35,42,0.0,0.0,0.0,0.0,0.0,0.12,0.06,0.18,0.12,0.18,DF,Serie A
Oussama El Azzouzi,MAR,Bologna,22,2001,18,5,547,6.1,2,2,4,2,0,0,4,0,0.5,0.5,0.6,1.0,4,19,8,0.33,0.33,0.66,0.33,0.66,0.08,0.09,0.17,0.08,0.17,MF,Serie A
Abdellah Baallal,MAR,Clermont Foot,18,2004,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF,Ligue 1
Iddrisu Baba,GHA,Almería,27,1996,25,14,1430,15.9,0,0,0,0,0,0,5,0,0.7,0.7,0.6,1.3,1,60,5,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.08,0.05,0.08,MF,La Liga
Srđan Babić,SRB,Almería,27,1996,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,6,0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,DF,La Liga
Shavy Babicka,GAB,Toulouse,23,2000,12,4,373,4.1,1,0,1,1,0,0,0,0,0.6,0.6,0.1,0.7,17,8,64,0.24,0.0,0.24,0.24,0.24,0.14,0.03,0.17,0.14,0.17,FW,Ligue 1
Aliou Badara Baldé,GUI,Nice,20,2002,7,0,69,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,5,2,8,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.17,0.17,0.17,FW,Ligue 1
Loïc Bade,FRA,Sevilla,23,2000,28,27,2277,25.3,0,1,1,0,0,0,5,1,0.9,0.9,0.5,1.3,15,76,3,0.0,0.04,0.04,0.0,0.04,0.04,0.02,0.05,0.04,0.05,DF,La Liga
Milan Badelj,CRO,Genoa,34,1989,33,32,2535,28.2,1,3,4,1,0,0,6,0,1.4,1.4,1.1,2.5,18,151,36,0.04,0.11,0.14,0.04,0.14,0.05,0.04,0.09,0.05,0.09,MF,Serie A
Matthias Bader,GER,Darmstadt 98,26,1997,24,21,1802,20.0,1,2,3,1,0,0,1,0,0.7,0.7,2.3,3.0,38,67,66,0.05,0.1,0.15,0.05,0.15,0.04,0.12,0.15,0.04,0.15,DF,Bundesliga
Benoît Badiashile,FRA,Chelsea,22,2001,18,15,1338,14.9,0,1,1,0,0,0,3,0,0.3,0.3,1.5,1.8,3,46,3,0.0,0.07,0.07,0.0,0.07,0.02,0.1,0.12,0.02,0.12,DF,Premier League
Alex Baena,ESP,Villarreal,22,2001,34,33,2579,28.7,2,14,16,2,0,1,11,1,7.9,7.1,9.2,16.3,84,165,181,0.07,0.49,0.56,0.07,0.56,0.27,0.32,0.6,0.25,0.57,MF,La Liga
Jaime Báez,URU,Frosinone,28,1995,11,6,500,5.6,1,0,1,1,0,0,1,0,0.5,0.5,0.5,1.0,12,29,39,0.18,0.0,0.18,0.18,0.18,0.08,0.1,0.18,0.08,0.18,FW,Serie A
Nicola Bagnolini,ITA,Bologna,19,2004,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,Serie A
Leon Bailey,JAM,Aston Villa,25,1997,35,22,2068,23.0,10,9,19,10,0,0,5,0,6.3,6.3,9.2,15.5,102,82,226,0.44,0.39,0.83,0.44,0.83,0.27,0.4,0.67,0.27,0.67,MF,Premier League
Eric Bailly,CIV,Villarreal,29,1994,10,9,839,9.3,0,0,0,0,0,0,4,0,0.2,0.2,0.0,0.2,3,18,1,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,DF,La Liga
Stefan Bajcetic,ESP,Liverpool,18,2004,1,0,26,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF,Premier League
Nedim Bajrami,ALB,Sassuolo,24,1999,28,15,1310,14.6,2,2,4,2,0,0,0,0,2.5,2.5,2.2,4.7,51,49,70,0.14,0.14,0.27,0.14,0.27,0.17,0.15,0.33,0.17,0.33,MF,Serie A
Cédric Bakambu,COD,Betis,32,1991,4,2,194,2.2,0,0,0,0,0,0,1,0,0.4,0.4,0.3,0.7,5,4,12,0.0,0.0,0.0,0.0,0.0,0.2,0.13,0.33,0.2,0.33,FW,La Liga
Tiemoué Bakayoko,FRA,Lorient,28,1994,20,15,1314,14.6,2,1,3,2,0,0,5,0,1.7,1.7,0.5,2.2,14,54,15,0.14,0.07,0.21,0.14,0.21,0.12,0.03,0.15,0.12,0.15,MF,Ligue 1
Mitchel Bakker,NED,Atalanta,23,2000,14,3,382,4.2,1,0,1,1,0,0,1,0,0.2,0.2,0.1,0.3,12,10,20,0.24,0.0,0.24,0.24,0.24,0.05,0.03,0.08,0.05,0.08,DF,Serie A
Ridle Baku,GER,Wolfsburg,25,1998,33,22,2013,22.4,1,0,1,1,0,0,4,0,1.8,1.8,3.0,4.8,37,85,130,0.04,0.0,0.04,0.04,0.04,0.08,0.13,0.21,0.08,0.21,DF,Bundesliga
Dilane Bakwa,FRA,Strasbourg,20,2002,31,25,2177,24.2,3,6,9,3,0,0,4,1,3.2,3.2,6.2,9.4,94,92,204,0.12,0.25,0.37,0.12,0.37,0.13,0.26,0.39,0.13,0.39,FW,Ligue 1
Tommaso Baldanzi,ITA,Empoli,20,2003,14,8,745,8.3,2,0,2,2,0,0,1,0,2.1,2.1,1.0,3.1,20,30,40,0.24,0.0,0.24,0.24,0.24,0.25,0.13,0.38,0.25,0.38,MF,Serie A
Tommaso Baldanzi,ITA,Roma,20,2003,13,6,518,5.8,0,0,0,0,0,0,2,0,0.9,0.9,0.7,1.5,18,14,54,0.0,0.0,0.0,0.0,0.0,0.15,0.12,0.27,0.15,0.27,FW,Serie A
Alejandro Balde,ESP,Barcelona,19,2003,18,15,1378,15.3,0,1,1,0,0,0,1,0,0.1,0.1,1.2,1.4,73,41,141,0.0,0.07,0.07,0.0,0.07,0.01,0.08,0.09,0.01,0.09,DF,La Liga
George Baldock,GRE,Sheffield Utd,30,1993,13,11,969,10.8,0,1,1,0,0,0,4,0,0.0,0.0,0.8,0.8,9,31,24,0.0,0.09,0.09,0.0,0.09,0.0,0.07,0.08,0.0,0.08,DF,Premier League
Carlos Baleba,CMR,Brighton,19,2004,27,15,1325,14.7,0,0,0,0,0,0,7,0,0.8,0.8,0.3,1.1,19,50,9,0.0,0.0,0.0,0.0,0.0,0.06,0.02,0.08,0.06,0.08,MF,Premier League
Carlos Baleba,CMR,Lille,19,2004,2,1,61,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,1,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,MF,Ligue 1
Leonardo Balerdi,ARG,Marseille,24,1999,27,26,2271,25.2,2,0,2,2,0,0,6,1,0.9,0.9,0.2,1.0,19,122,6,0.08,0.0,0.08,0.08,0.08,0.03,0.01,0.04,0.03,0.04,DF,Ligue 1
Iván Balliu,ALB,Rayo Vallecano,31,1992,33,32,2873,31.9,0,1,1,0,0,0,4,0,0.7,0.7,2.6,3.3,50,98,100,0.0,0.03,0.03,0.0,0.03,0.02,0.08,0.1,0.02,0.1,DF,La Liga
Fodé Ballo-Touré,SEN,Fulham,26,1997,6,0,71,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,5,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF,Premier League
Folarin Balogun,USA,Monaco,22,2001,29,19,1692,18.8,7,5,12,7,0,3,1,0,11.0,8.5,3.3,11.8,35,30,199,0.37,0.27,0.64,0.37,0.64,0.59,0.18,0.76,0.45,0.63,FW,Ligue 1
Jonathan Bamba,CIV,Celta Vigo,27,1996,27,24,1981,22.0,3,2,5,3,0,0,0,0,3.0,3.0,4.7,7.7,107,80,169,0.14,0.09,0.23,0.14,0.23,0.14,0.21,0.35,0.14,0.35,MF,La Liga
Mohamed Bamba,CIV,Lorient,21,2001,16,14,1138,12.6,8,3,11,7,1,1,3,0,6.4,5.6,2.1,7.7,25,16,69,0.63,0.24,0.87,0.55,0.79,0.51,0.16,0.67,0.44,0.61,FW,Ligue 1
Samuel Bamba,GER,Dortmund,19,2004,2,0,47,0.5,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.3,5,2,7,0.0,0.0,0.0,0.0,0.0,0.51,0.15,0.67,0.51,0.67,FW,Bundesliga
Lameck Banda,ZAM,Lecce,22,2001,21,17,1350,15.0,2,4,6,2,0,0,5,1,3.6,3.6,1.9,5.5,70,22,136,0.13,0.27,0.4,0.13,0.4,0.24,0.13,0.37,0.24,0.37,FW,Serie A
Daniel Bandeira,POR,Hellas Verona,23,2000,14,3,446,5.0,0,0,0,0,0,0,2,0,0.1,0.1,0.2,0.3,9,34,8,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.06,0.01,0.06,MF,Serie A
Mamady Bangré,BFA,Toulouse,22,2001,8,0,101,1.1,0,1,1,0,0,0,2,0,0.1,0.1,0.7,0.8,10,9,12,0.0,0.89,0.89,0.0,0.89,0.12,0.59,0.71,0.12,0.71,FW,Ligue 1
Mattia Bani,ITA,Genoa,29,1993,27,27,2306,25.6,2,0,2,2,0,0,9,0,1.2,1.2,0.1,1.3,5,37,4,0.08,0.0,0.08,0.08,0.08,0.05,0.0,0.05,0.05,0.05,DF,Serie A
Léo Baptistão,BRA,Almería,30,1992,32,22,1837,20.4,6,0,6,6,0,0,6,1,5.3,5.3,1.8,7.1,26,45,88,0.29,0.0,0.29,0.29,0.29,0.25,0.09,0.34,0.25,0.34,FW,La Liga
Shandon Baptiste,GRN,Brentford,25,1998,10,2,229,2.5,1,1,2,1,0,0,1,0,0.9,0.9,0.2,1.1,3,5,1,0.39,0.39,0.79,0.39,0.79,0.35,0.08,0.43,0.35,0.43,MF,Premier League
Antonín Barák,CZE,Fiorentina,28,1994,21,8,808,9.0,2,3,5,2,0,0,2,0,1.5,1.5,2.2,3.8,17,33,64,0.22,0.33,0.56,0.22,0.56,0.17,0.25,0.42,0.17,0.42,MF,Serie A
Valentín Barco,ARG,Brighton,19,2004,6,3,307,3.4,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.4,8,14,20,0.0,0.0,0.0,0.0,0.0,0.05,0.07,0.13,0.05,0.13,DF,Premier League
Bradley Barcola,FRA,Lyon,20,2002,3,3,270,3.0,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.4,11,9,31,0.0,0.0,0.0,0.0,0.0,0.02,0.1,0.12,0.02,0.12,FW,Ligue 1
Bradley Barcola,FRA,Paris S-G,20,2002,25,18,1370,15.2,4,7,11,4,0,0,3,1,4.5,4.5,5.2,9.8,93,56,216,0.26,0.46,0.72,0.26,0.72,0.3,0.34,0.64,0.3,0.64,FW,Ligue 1
Melvin Bard,FRA,Nice,22,2000,32,31,2654,29.5,1,2,3,1,0,0,7,1,0.5,0.5,2.8,3.4,60,111,99,0.03,0.07,0.1,0.03,0.1,0.02,0.1,0.11,0.02,0.11,DF,Ligue 1
Nicolò Barella,ITA,Inter,26,1997,37,34,2846,31.6,2,3,5,2,0,0,7,0,5.1,5.1,3.4,8.5,68,278,144,0.06,0.09,0.16,0.06,0.16,0.16,0.11,0.27,0.16,0.27,MF,Serie A
Kike Barja,ESP,Osasuna,26,1997,16,3,303,3.4,0,0,0,0,0,0,3,0,0.2,0.2,0.5,0.7,17,8,41,0.0,0.0,0.0,0.0,0.0,0.07,0.14,0.2,0.07,0.2,FW,La Liga
Ross Barkley,ENG,Luton Town,29,1993,32,30,2618,29.1,5,4,9,5,0,0,6,0,4.1,4.1,3.7,7.9,48,163,39,0.17,0.14,0.31,0.17,0.31,0.14,0.13,0.27,0.14,0.27,MF,Premier League
Aymen Barkok,MAR,Mainz 05,25,1998,13,1,321,3.6,1,0,1,1,0,1,2,0,1.7,0.9,0.3,1.2,14,16,33,0.28,0.0,0.28,0.28,0.28,0.48,0.07,0.55,0.26,0.33,MF,Bundesliga
